lang,audio_id,duration_sec,sample_rate,audio_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
2,20160623-0900-PLENARY-5-de_20160623-10:15:16_5,1.76,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_320/audio_4.wav,-365.13828,48.05942,27.89521,28.742918,-8.2099285,-14.857929,-23.728697,-6.268821,-24.952038,-8.799589,-17.476954,-5.0486865,-9.307235,0.0074767205,-0.5026671,0.11853549,-0.023183532,-0.21261221,0.23115602,0.014841278,-0.032283865,0.02803622,0.07596475,-0.018595828,-0.086923756,0.09755071,0.38335508,0.28237927,0.035705432,-0.08976674,0.07129987,0.07703389,0.052860804,0.05679762,-0.05049306,0.040718123,0.013900673,-0.025788935,0.015453376
2,20180116-0900-PLENARY-4-de_20180116-11:02:22_3,8.4399375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_500/audio_7.wav,-436.98944,61.311398,-31.48862,37.743797,-29.633993,-30.208021,-2.070498,-27.994627,-8.379204,0.11275262,-17.785673,8.662304,-18.138357,-0.043211464,-0.07442713,0.09905739,0.005682432,0.04576456,0.023587875,-0.013930077,-0.031876035,-0.029289369,-0.014521288,0.013739862,0.038581304,-0.008797368,0.083330706,-0.034210216,-0.0055799223,0.010272833,-0.010940664,0.0021745786,-0.019772697,-0.002625032,-0.0011985906,-0.010542959,-0.011128011,0.00943983,0.0019445623
5,20160413-0900-PLENARY-5-de_20160413-10:47:19_1,6.36,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_233/audio_1.wav,-539.7412,71.796165,-49.009243,41.536045,-43.879128,-21.255396,-11.039751,-25.239378,-9.981718,-3.4742172,-19.032148,7.1476955,-17.8994,-0.1673206,0.20832336,-0.05060611,0.021805905,0.067749344,-0.07253629,0.07861621,-0.06884571,0.051096488,-0.013439412,0.0118949795,-0.0116954055,0.0019403903,0.1365556,-0.010544991,-0.022407308,0.007935979,0.011621422,0.00058844103,-0.010055708,0.0035229118,0.0027378676,-0.012273747,-0.020162204,0.011766115,-0.0061222184
5,20180612-0900-PLENARY-3-de_20180612-10:12:42_3,7.199,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_453/audio_0.wav,-500.9224,45.90775,5.8078127,44.61905,-1.6168109,-15.072661,-26.60306,-12.098553,-16.9267,-13.840634,-15.360471,-5.7305923,-9.058124,0.109997645,0.012335141,0.017718878,0.028852345,0.0090283975,-0.017604245,-0.023422776,-0.008761775,-0.027858494,-0.03127773,-0.022242257,-0.015699018,-0.01051709,0.0386703,0.03793604,0.016435407,0.020371104,0.022513814,-0.0033541857,0.0069006733,0.00088935695,-0.00015863114,-0.00033108328,-0.009054969,-0.0027244138,0.0045135133
2,20090310-0900-PLENARY-6-de_20090310-09:47:54_51,5.059,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_63/audio_11.wav,-471.91934,73.29515,-20.115936,38.78352,-15.139033,5.46702,-33.395866,10.838288,-27.921173,11.210945,-22.91605,3.9297945,-8.141984,-0.14363319,-0.18935607,-0.043236077,0.004634288,-0.045561664,0.020448593,-0.0684852,0.022902422,0.02071084,0.022352392,-0.02204455,0.026566604,0.005702433,-0.045131687,-0.09845582,0.010944715,-0.011567293,-0.0018647877,-0.00099696,0.012505023,0.016230023,0.051065326,0.016880201,-0.0090619605,-0.018841846,0.016338289
2,20150908-0900-PLENARY-3-de_20150908-09:01:12_49,4.78,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_144/audio_1.wav,-431.32684,105.5587,-38.763977,17.944286,-33.405613,-11.542019,-27.278805,-2.3391585,-17.429716,-4.2310557,-7.917352,-8.52955,-10.999925,0.77408737,0.10405821,-0.18170665,0.23900013,-0.12962176,-0.046097945,-0.095170036,-0.08992668,0.0064754845,-0.09363197,-0.005245551,-0.10170854,-0.01892679,-0.07889171,-0.0058749206,0.109868385,0.002506483,0.02633118,0.047455143,-0.0054385867,-0.022987163,-0.013553638,0.02610282,-0.010422899,0.013084362,-0.0022300524
1,20130611-0900-PLENARY-17-de_20130611-18:14:42_4,4.4399375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_283/audio_9.wav,-434.8963,96.02286,-50.66091,33.985527,-33.484222,-8.5665455,-27.575085,-2.3057916,-10.62778,-0.45595387,-8.388013,-7.1100116,-3.9962807,-0.52486134,-0.121338636,-0.0060280724,-0.12506767,0.078319274,0.08901017,0.022214023,-0.06457531,0.106701,0.018071845,0.050571416,0.022517174,-0.008626066,-0.22997648,0.025012497,0.050047174,-0.048076298,0.023785003,0.003505707,0.03302425,-0.003478222,0.014184211,-0.018562755,-0.0032870737,-0.035272032,0.012113062
2,20201007-0900-PLENARY-de_20201007-15:01:27_21,4.8399375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_424/audio_3.wav,-398.2715,66.7219,-6.6607604,19.117712,-6.5475297,1.8122334,-6.3252144,-14.689576,-17.911928,-8.836995,-13.670043,-7.702342,-8.144781,0.7729377,-0.15274939,-0.18563399,-0.0031704549,-0.054493297,0.009755804,-0.013291249,-0.020278556,0.016108887,0.0021343085,-0.062391516,0.011427517,0.035886846,-0.07600349,0.018889586,0.041970275,0.018064667,0.01886752,-0.013168529,-0.02816542,0.002929585,0.011613506,0.0051445803,-0.005569172,-0.026727261,-0.023090832
1,20190416-0900-PLENARY-de_20190416-18:55:29_33,1.8799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_192/audio_10.wav,-555.5189,48.31065,10.826665,26.8804,-43.04631,-11.324277,-24.821247,-20.17357,-7.2142034,-11.438807,0.66852844,-2.0621834,-19.148151,1.7452755,0.09248409,0.30054942,0.41379416,0.2867376,-0.027879715,-0.23507793,-0.11221841,-0.045892857,-0.06773512,-0.18633752,-0.027305318,-0.06329677,-0.46506232,-0.13774969,-0.0771962,-0.09640954,0.12244096,0.10574308,0.03899409,0.014876132,0.033532042,0.09760264,-0.0056030015,-0.02098512,-0.028821953
2,20120703-0900-PLENARY-4-de_20120703-11:35:51_1,4.4795,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_48/audio_6.wav,-374.86426,87.18541,-18.002691,16.039051,-19.702587,-13.052842,-21.811602,-22.225979,-8.238134,-6.130956,-9.0577755,-2.0849211,-14.360837,-0.14580809,-0.24428149,-0.031678963,-0.058726314,-0.028171685,-0.059099685,-0.026993712,0.061707627,0.06422806,0.16191146,-0.06005472,0.028679864,0.06349363,0.04170335,-0.00054903753,0.004167431,0.004337013,0.02875428,-0.0005906011,-0.00045546464,-0.002267335,-0.009879875,0.027593,0.0018648015,-0.0042405007,0.0013679831
2,20120118-0900-PLENARY-8-de_20120118-10:48:47_35,3.2199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_516/audio_0.wav,-319.80222,47.125614,-24.223972,3.560024,-17.084406,-14.209797,-20.768736,-11.041818,-16.218786,-2.267907,-12.16345,2.652461,-12.06098,-0.33965003,0.057763934,-0.098726586,-0.20288868,-0.037623454,0.13785982,0.06564602,0.016271627,0.002542256,0.1168442,0.0101646315,0.011723847,0.03397482,-0.17842545,-0.02756346,0.034005716,-0.033205137,0.0039851503,0.021907616,0.0042502466,0.028870326,0.01930889,-0.006785079,0.009411975,0.00052990974,0.02703075
1,20131119-0900-PLENARY-11-de_20131119-18:45:32_26,4.3999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_613/audio_2.wav,-452.5261,92.09586,-28.68294,31.70847,-46.52297,-11.735429,-21.578245,9.810161,-25.53543,3.6425018,-18.654291,-5.6128316,-5.186001,0.6549317,0.09804947,-0.17735082,0.052282907,-0.059702378,0.016709963,-0.053970866,0.03887877,-0.034850787,-0.02319394,-0.012397758,-0.04155228,0.03395174,0.1436215,0.046431232,-0.041446578,0.028807012,-0.008381809,-0.017069282,-0.0026479093,-0.0041187396,-0.008858494,-0.04434961,-0.02185381,-0.022261318,0.020959232
1,20120418-0900-PLENARY-10-de_20120418-12:45:18_6,3.88,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_171/audio_5.wav,-446.94986,22.294975,4.511502,25.494873,-9.528109,-15.4527645,-14.185558,0.5438042,-16.095728,11.990059,-13.711284,4.811233,-6.500541,-0.2761547,-0.10973607,0.22328778,0.13915741,0.1179482,0.02486988,0.111957155,-0.048252683,0.051300555,-0.105560735,-0.030722873,0.030364225,-0.04699615,-0.13636263,0.020708501,-0.00033512703,0.019391028,0.0034004005,0.055488333,-0.01451504,0.04577367,0.032065246,-0.02885307,0.06571252,-0.030705547,-0.019426793
1,20141112-0900-PLENARY-3-de_20141112-15:12:57_31,5.94,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_93/audio_0.wav,-298.78467,113.47596,-21.4041,23.865017,-35.843876,-3.8576176,-29.442896,1.4142222,-26.390043,-2.8655782,-11.779341,-7.2754703,-8.742796,0.07129145,-0.028478364,-0.0072710584,0.052237537,-0.030063767,0.003854601,0.0014022571,-0.0065732747,0.0046294527,-0.010510879,-0.031563625,0.0064177634,0.012372119,-0.016858824,-0.008336619,-0.0012329951,0.0015229746,0.012053663,0.015385317,0.010665516,-0.019315109,-0.012597697,0.0064250724,0.0008365499,0.007512137,0.00087785
1,20170313-0900-PLENARY-11-de_20170313-20:25:48_3,5.8999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_473/audio_6.wav,-496.78946,55.303345,0.15456615,38.53644,-39.139812,-29.880505,-13.601117,-13.15375,-16.544004,-16.445309,-10.991408,-8.599391,-6.14436,-0.041190997,0.26194978,-0.13052471,0.07261223,0.022582468,0.022824159,0.009688452,-0.016398504,0.05215658,0.026017638,0.006226491,-0.024896981,0.0014026593,0.1751386,-0.07566805,-0.008485424,0.02067434,0.0059622754,0.0053685843,0.0013274751,0.033081125,0.013053921,0.025730642,0.019884452,0.017222634,0.01239116
1,20120510-0900-PLENARY-5-de_20120510-09:58:30_19,3.0999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_527/audio_0.wav,-426.01083,70.34598,5.9437113,37.10696,-13.729954,-23.227797,-7.112758,-10.529502,-11.817353,-10.55922,-7.124351,-4.5467095,-10.177158,0.10991459,-0.020565826,-0.091401726,0.23905447,0.16945125,0.022720939,-0.056488257,-0.039133854,0.04516908,0.019915938,-0.016112998,-0.05634309,0.008566736,0.41116127,-0.035080105,-0.11461711,-0.051678244,-0.049287543,-0.046192266,-0.08161078,-0.02917342,0.03281547,0.024680523,0.021337505,-0.05550563,0.019136328
1,20140203-0900-PLENARY-10-de_20140203-17:34:07_4,2.299625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_148/audio_1.wav,-480.61407,59.080494,-21.377773,45.919167,-33.032043,-6.174074,-34.531834,10.454668,-29.974989,0.1631118,-10.575879,-1.8885115,-8.209508,-0.9338328,-0.18326563,-0.17164631,0.015704462,-0.0067089456,0.022247555,0.10324647,0.069695756,0.14738072,0.05230636,0.2744218,0.03905554,0.0287425,0.14398265,0.19306275,0.08841245,-0.0557987,0.09691057,0.038832,0.05510308,-0.13175859,0.013362186,-0.00850086,0.029184448,-0.025377346,0.06797301
5,20100706-0900-PLENARY-10-de_20100706-18:23:49_4,5.7590625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_433/audio_6.wav,-394.38245,83.49161,-17.726799,46.02269,-19.318298,-18.439388,-10.071403,-31.726532,3.1679385,-9.650933,-2.2847977,5.3023186,-18.956322,0.115840964,-0.15952086,-0.028388627,0.07006965,-0.034073822,-0.048733618,0.008334568,-0.0056103403,0.026790015,-0.036193095,0.0048725884,-0.008022451,0.017402627,0.22796209,0.023037309,0.036814913,0.03110941,-0.009442668,-0.031920124,-0.034354255,-0.009475063,-0.01845001,-0.019326488,-0.017082026,-0.007497268,-0.0047939783
2,20150909-0900-PLENARY-13-de_20150909-19:24:40_10,3.5199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_129/audio_0.wav,-445.11453,77.48664,-7.137644,47.79822,-14.729966,-3.662809,-36.758987,7.963243,-29.1747,-1.8870469,-17.370928,-4.9728456,-3.7546098,-0.48419446,-0.030330246,-0.0089863865,-0.08346793,0.013928137,-0.018194104,0.0810132,-0.07629694,0.07860658,-0.018956931,-0.042551853,-0.011483827,0.013404581,-0.24548106,-0.14111625,0.02119838,-0.038688842,-0.059052322,0.04989237,-0.006098494,-0.0077302363,-0.0053779213,0.0054688673,0.018974401,0.040661577,0.0061436403
1,20130416-0900-PLENARY-10-de_20130416-15:59:08_10,2.5998125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_197/audio_0.wav,-341.67313,52.840054,-25.2894,16.647495,-24.10145,-20.230873,-11.344799,-9.261938,-4.3954053,2.658108,-10.487898,6.5919847,-21.111198,-0.893091,-0.2336927,0.34446386,0.03988702,0.13327973,0.093966514,-0.012774893,0.12398297,-0.019993097,-0.03152405,-0.021932464,0.02400819,0.056820422,0.016178513,-0.0487777,0.046363935,0.013999436,0.0067342017,0.06201736,0.09411347,0.07039089,0.024997493,0.03227229,-0.012190721,-0.045195308,-0.0039959485
2,20140204-0900-PLENARY-20-de_20140204-21:05:04_16,8.2599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_551/audio_4.wav,-421.2734,82.419075,-40.659607,31.544369,-26.090794,-0.40549195,-33.997284,-5.5673065,-13.000577,-3.4292028,-9.104987,-5.3375306,1.2745693,-0.25593415,0.111351274,-0.017411817,-0.008891163,0.020372003,-0.03959259,0.048230223,-0.020895753,0.020909859,-0.04865144,0.017432908,-0.031729847,0.04098959,0.02765669,-0.024138922,-0.008263777,-0.021926207,-0.007906939,0.002182389,0.014512323,0.0050019994,0.0024468317,0.008641327,0.0026781554,0.0025377374,-0.0006643889
2,20150707-0900-PLENARY-4-de_20150707-10:04:31_4,5.9390625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_132/audio_0.wav,-400.6824,83.987755,-26.567472,33.90195,-32.290836,-22.555702,-23.141893,-7.0611405,-21.09815,-0.7459909,-23.353348,-0.8900132,-16.252558,-0.14862654,0.061771616,0.043889288,-0.041867908,0.020919325,-0.033305,0.013803805,-0.01572757,0.012109173,0.018407306,0.016881818,-0.02750296,-0.024381904,-0.052890625,0.00054064183,0.032744166,0.0041192044,0.0138847865,0.0044140625,-0.01918791,-0.015145318,0.0037584256,0.019635277,0.014981447,0.0031883204,-0.00095322315
1,20111027-0900-PLENARY-4-de_20111027-11:45:00_20,8.1200625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_317/audio_5.wav,-465.1086,92.61904,-3.6168091,27.652166,-0.7428685,-13.645324,-10.961195,-7.336514,-10.468338,-6.4043355,-8.121284,2.6855469,-13.958744,-0.08407375,0.015378063,0.015709726,-0.018407341,0.014066362,-0.018550316,-0.01378104,-0.011472507,-0.006636843,-0.025535736,0.009975875,0.015660182,-0.0013752758,-0.0015700037,-0.0012206035,-0.0070554423,-0.015946336,-0.022959227,-0.0067391414,0.0053023137,-0.008729717,0.0025056396,0.019589249,0.018501293,0.008547579,0.003617508
1,20111115-0900-PLENARY-10-de_20111115-16:15:06_19,3.12,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_267/audio_3.wav,-393.22736,64.09752,-8.543716,32.85744,-0.044538893,-21.014801,-11.685649,-12.631988,-25.015251,6.6585517,-22.811214,4.1364183,-16.035559,-0.18337809,0.19709995,0.086620346,-0.047169525,0.20197515,-0.008501808,0.018866226,0.11249391,-0.023521436,-0.05304272,-0.01634897,-0.09254459,-0.00071563356,0.20434855,-0.019320216,0.039551184,0.039534334,0.00508399,-0.045807123,-0.015935669,-0.03057358,-0.0076597217,-0.019662222,0.003122997,-0.0016729223,-0.035773654
5,20120117-0900-PLENARY-4-de_20120117-10:43:30_27,5.28,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_398/audio_3.wav,-402.31442,55.235268,-20.79343,30.47506,-4.179639,-21.428915,-10.103954,-19.921259,-8.931001,-17.189398,-5.709313,-9.934806,-12.285727,-0.028326485,0.028473232,-0.05662464,0.007553097,0.018468887,-0.010715391,0.0015967311,0.017680924,-0.0035934304,-0.022592071,0.00768103,-0.01008191,0.016378371,-0.11694168,0.0041604843,-0.021174595,0.011027485,0.016803162,0.025150837,0.021998437,-0.013634788,0.014931046,0.008457649,-0.0021923406,-0.024205279,-0.031881183
1,20180529-0900-PLENARY-3-de_20180529-09:11:30_49,2.8,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_345/audio_8.wav,-482.47952,69.54295,-21.46955,7.0336924,-32.053387,-11.719692,-12.163815,-11.515379,-5.8699684,-7.712322,-6.84163,-8.879365,-10.19646,-0.63315064,0.12539901,0.21660274,-0.08351046,0.044593703,0.011708039,0.10601452,0.045597207,-0.00062829826,-0.01614325,0.048400402,0.019413449,0.0034321432,-0.052304782,-0.025818778,0.0015115942,0.029638339,0.034201525,-0.0079077175,-0.018695755,-0.017937852,-0.004133656,-0.026265552,-0.00067677617,0.015095604,0.023312792
5,20201008-0900-PLENARY-de_20201008-08:29:56_6,9.559875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_60/audio_7.wav,-362.79517,58.21535,-18.269238,49.090023,-14.56872,-8.691721,-30.03706,-13.406152,-20.772522,-8.540258,-17.185837,-12.928854,-21.630861,0.23036307,0.1956052,-0.054075055,0.0047339634,-0.012844987,0.021355713,0.013143484,-0.06640545,-0.024444487,-0.0025635255,-0.010760196,-0.0029095146,-0.00993027,-0.08788143,-0.021538906,0.0037187552,-0.016948368,-0.012121506,0.009364434,0.017361073,-0.006601568,0.016204897,0.0048781405,-0.012267591,0.014446358,0.009226095
5,20180313-0900-PLENARY-4-de_20180313-09:19:00_8,8.72,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_277/audio_10.wav,-522.28076,61.212486,-14.708757,28.26047,-15.473949,-14.877204,-14.729789,-20.114197,-14.091833,-3.7443247,-13.262533,-3.4027934,-11.760094,0.5729866,0.082974546,-0.034916963,0.09139289,-0.043036994,-0.060450163,-0.05777448,-0.052891526,-0.047820687,-0.045804966,-0.049472284,-0.0038869865,-0.020962479,0.01984111,0.042397045,0.016166123,0.032119423,0.0077760587,0.0072166678,0.012524282,0.010110641,0.0054833717,-0.0039062432,0.016114559,-0.0024520026,-0.019314408
2,20150609-0900-PLENARY-13-de_20150609-17:31:13_0,2.38,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_168/audio_7.wav,-562.9316,95.02597,11.150144,39.603294,-13.292343,4.7340693,-9.3508415,0.42850727,-7.119358,3.058098,-0.10021296,-2.8899179,-1.6370262,1.4532537,0.36197722,-0.2257078,-0.021579092,-0.09656298,-0.2162024,-0.061968967,-0.0638323,-0.17234635,0.092735514,0.07835444,-0.0884495,0.0069523817,0.12730962,-0.1326167,0.07886844,-0.0670284,-0.017993871,0.0021657904,0.020693678,-0.042759735,0.026482375,-0.001573381,-0.014897586,0.0095500685,-0.038142566
5,20190717-0900-PLENARY-de_20190717-18:57:48_10,4.3,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_610/audio_7.wav,-547.42523,39.693497,-9.969514,40.54991,-53.44707,-26.055033,-12.519686,-20.428617,-17.4811,-20.484106,-12.604283,-9.671761,-12.099587,0.64468926,0.43032944,-0.025298877,0.086478494,-0.029988458,-0.08810817,-0.050552234,-0.04792006,-0.01098204,-0.05383769,0.031073572,-0.04162842,-0.039062917,-0.26957038,0.116737746,0.07425192,-0.020380087,0.036354683,0.030842196,0.0006707959,-0.018018294,0.0060704,0.008927282,0.020080559,0.015404228,0.022927264
2,20091126-0900-PLENARY-11-de_20091126-12:50:05_10,3.7199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_125/audio_8.wav,-406.19287,66.55943,-21.625448,16.972595,-23.021296,-22.221834,-17.08929,0.17576952,-11.853505,-2.4930067,-5.0669885,-8.020127,-6.3397913,0.41314232,0.42596754,-0.41585347,-0.087682806,-0.02022491,0.087309726,0.013765781,0.029806204,0.06433477,-0.023372587,0.041241862,-0.12755415,0.029868986,-0.12694009,-0.010401088,0.04496,-0.012508638,0.086969316,0.018548135,0.0050768186,0.0037631071,-0.053685382,-0.018548582,-0.047151364,-0.022730796,-0.025447233
5,20131121-0900-PLENARY-5-de_20131121-10:42:23_3,3.519625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_279/audio_3.wav,-474.1592,94.197075,-32.850693,62.188316,-12.039508,-11.3677635,-22.555635,-11.433879,-23.586403,-1.2818047,-28.48402,9.958039,-20.279512,0.5116829,-0.0256013,0.1505097,0.053959552,-0.015050986,0.064519435,-0.14179513,-0.016901331,-0.13329364,-0.06143738,-0.14216022,0.0032762045,-0.04774655,-0.08494416,-0.061702456,0.061896108,-0.05266205,0.00870029,0.051987767,-0.008477501,-0.00323736,0.01987903,0.04582871,0.03526667,-0.0010136989,0.015559074
1,20120213-0900-PLENARY-16-de_20120213-21:34:14_15,2.5989375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_250/audio_5.wav,-436.54886,47.565495,-7.2586575,10.715805,-9.902693,-30.155489,-17.300514,-2.723008,-0.9968029,-7.9528384,0.9631751,-8.935877,6.905452,-0.95345825,-0.37480006,0.0133245615,-0.022433069,0.06539211,0.23911789,0.05285977,-0.036427863,0.18473142,0.009259074,0.019159378,0.16564003,-0.08686928,0.023718016,0.053084154,0.009204409,0.02379155,0.006450433,0.033065565,-0.013194037,0.014476185,0.026372962,-0.022227734,0.060318477,0.01820134,-0.03900691
5,20190212-0900-PLENARY-de_20190212-21:35:34_17,7.34,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_501/audio_4.wav,-455.67615,35.842556,-31.362144,9.90949,-43.461414,-31.858583,-12.654307,-19.666624,-24.606058,-9.376727,-15.456216,-15.169554,-17.690086,-0.19567809,-0.08324811,0.08034333,0.0555029,0.05438388,0.065240666,-0.004259044,-0.031420134,-0.011273469,-0.0355091,0.016243944,-0.0141229145,-0.009254323,0.07165726,0.10447509,0.06507192,0.027296942,0.028439147,0.011412842,-0.00818249,-0.019840946,0.010267372,0.0041194684,0.0057917484,0.002951862,-0.011157959
2,20111114-0900-PLENARY-9-de_20111114-17:34:37_3,5.38,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_251/audio_8.wav,-405.88748,72.36794,-18.597708,27.596918,-25.90745,-12.035394,-17.398636,-15.191466,-6.151533,-4.4805665,-5.787779,2.4438815,-18.947067,0.052772366,0.028635029,-0.03269388,-0.062206708,-0.0031307943,0.027233789,0.019676067,-0.02755234,-0.00518845,0.0114247175,-0.001756976,-0.0060438607,-0.014008801,0.045697518,0.030375995,-0.02711623,-0.028961979,-0.023397993,-0.0026187203,0.014692105,0.0056295935,0.0070933816,-0.0094143385,-0.0075032567,0.00057013624,-0.0081083905
5,20130911-0900-PLENARY-14-de_20130911-22:04:28_11,6.759375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_409/audio_8.wav,-427.21713,80.68883,-22.712582,40.680317,-24.799444,-13.9089155,-30.430668,2.133549,-18.310295,-6.0873938,-10.137092,-9.269299,-4.5452633,-0.110861175,0.030477978,0.024698144,-0.09372831,0.012010922,-0.010425735,-0.01009712,0.032441095,0.030829672,-0.0008045075,-0.012930407,0.02935426,0.006748036,0.071774356,0.017801262,-0.009256527,0.019172065,0.0011402573,-0.007850265,-0.028003808,-0.009712856,-0.007432508,-0.0049313228,9.765992e-05,-0.021098783,-0.003926202
2,20191021-0900-PLENARY-de_20191021-22:18:31_3,2.86,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_364/audio_7.wav,-524.26215,25.404549,-45.68128,16.451685,-40.38463,-14.27304,-30.916594,-14.660265,-10.924998,-12.977116,-18.0446,-8.471261,-9.630041,0.49039355,-0.18421222,-0.19253217,0.20790808,-0.122295074,-0.027743543,-0.026115889,0.00067398854,0.03080118,-0.025498632,-0.10157545,0.032346692,0.004216985,-0.04316341,0.004312924,-0.02066347,-0.046397164,0.020360759,-0.0027194687,-0.012383996,0.04332193,0.0041286554,-0.0052754357,0.0016966072,0.0034524738,0.027889166
