lang,speaker_id,audio_id,raw_text,normalized_text,duration_sec,sample_rate,audio_path
de,96836,20140415-0900-PLENARY-5-de_20140415-10:36:36_3,"Denn Europa hat heute etwas Besonderes auf den Weg gebracht, das wir nachher in unserer Abstimmung vollenden werden.",denn europa hat heute etwas besonderes auf den weg gebracht das wir nachher in unserer abstimmung vollenden werden.,5.839625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_181/audio_4.wav
fr,96998,20190213-0900-PLENARY-de_20190213-16:11:39_9,Das ist fast die Hälfte der Ausgaben für das Gesundheitssystem.,das ist fast die hälfte der ausgaben für das gesundheitssystem.,3.4799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_81/audio_5.wav
de,1849,20090324-0900-PLENARY-16-de_20090324-21:34:01_13,Schon die Visagebühr von 60 Euro ist für viele Drittstaatangehörige zu hoch oder nur schwer bezahlbar.,schon die visagebühr von sechzig euro ist für viele drittstaatangehörige zu hoch oder nur schwer bezahlbar.,7.019,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_435/audio_7.wav
fr,96932,20110913-0900-PLENARY-4-de_20110913-10:44:08_8,"ein einheitliches, ein verbessertes europäisches Asylsystem hätten.",ein einheitliches ein verbessertes europäisches asylsystem hätten.,4.7199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_515/audio_7.wav
it,4246,20181212-0900-PLENARY-de_20181212-16:54:31_0,"Herr Präsident, meine sehr geehrten Damen und Herren! Das Europäische Parlament geht wieder einmal voran.",herr präsident meine sehr geehrten damen und herren! das europäische parlament geht wieder einmal voran.,4.64,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_191/audio_4.wav
fr,28219,20160525-0900-PLENARY-13-de_20160525-17:48:45_11,"Ich wünsche mir auf der einen Seite, dass wir die offenen Märkte haben. Aber ich wünsche mir, dass wir auch in Zukunft Industriearbeitsplätze in Europa haben.",ich wünsche mir auf der einen seite dass wir die offenen märkte haben. aber ich wünsche mir dass wir auch in zukunft industriearbeitsplätze in europa haben.,7.88,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_372/audio_6.wav
de,1922,20101125-0900-PLENARY-12-de_20101125-15:44:00_9,"Herr Kommissar Lewandowski, bitte setzen Sie sich dafür ein, dass diese besorgniserregende Entwicklung auf die Tagesordnung des Dialogs EU und China kommt.",herr kommissar lewandowski bitte setzen sie sich dafür ein dass diese besorgniserregende entwicklung auf die tagesordnung des dialogs eu und china kommt.,8.8999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_303/audio_10.wav
de,1927,20151028-0900-PLENARY-3-de_20151028-08:44:35_6,Aber ohne Grenzkontrollen wäre der Vorschlag nicht durchführbar. Wir werden riesige Probleme mit Drittstaaten bekommen.,aber ohne grenzkontrollen wäre der vorschlag nicht durchführbar. wir werden riesige probleme mit drittstaaten bekommen.,6.86,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_610/audio_4.wav
de,197437,20201007-0900-PLENARY-de_20201007-12:40:16_2,Dieser Krieg gegen das eigene Volk wird auf dem Rücken der Frauen ausgetragen.,dieser krieg gegen das eigene volk wird auf dem rücken der frauen ausgetragen.,4.0,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_342/audio_4.wav
de,97016,20130910-0900-PLENARY-13-de_20130910-18:12:23_6,"Wenn man jetzt die 8 Milliarden den benötigten 20 Milliarden bezüglich der Jugendgarantie gegenüberstellt, dann wird das noch einmal mehr deutlich.",wenn man jetzt die acht milliarden den benötigten zwanzig milliarden bezüglich der jugendgarantie gegenüberstellt dann wird das noch einmal mehr deutlich.,9.46,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_10/audio_7.wav
de,25919,20140415-0900-PLENARY-14-de_20140415-16:52:43_11,"Und wenn wir gemeinsam morgen einen solchen Kompromiss möglich machen, dann ist es gut so, und deswegen werden wir ihn auch morgen unterstützen.",und wenn wir gemeinsam morgen einen solchen kompromiss möglich machen dann ist es gut so und deswegen werden wir ihn auch morgen unterstützen.,7.32,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_524/audio_5.wav
it,None,20130523-0900-PLENARY-22-de_20130523-16:22:39_0,"Herr Präsident, meine Damen und Herren Abgeordnete!",herr präsident meine damen und herren abgeordnete!,2.8199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_54/audio_9.wav
it,28248,20151216-0900-PLENARY-4-de_20151216-09:57:27_24,Aber sagen wir doch ehrlich Die werden niemals Mitglied der Europäischen Union.,aber sagen wir doch ehrlich die werden niemals mitglied der europäischen union.,4.4799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_47/audio_9.wav
fr,1237,20090202-0900-PLENARY-12-de_20090202-20:01:47_12,Gleichzeitig müssen wir ambitionierte und realistische Ziele für Europas Energiezukunft setzen.,gleichzeitig müssen wir ambitionierte und realistische ziele für europas energiezukunft setzen.,7.5800625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_231/audio_8.wav
de,96766,20101215-0900-PLENARY-15-de_20101215-19:16:02_0,"Frau Präsidentin, Hohe Vertreterin, meine sehr geehrten Damen und Herren! Der NATO Gipfel war ein klarer Fortschritt.",frau präsidentin hohe vertreterin meine sehr geehrten damen und herren! der nato gipfel war ein klarer fortschritt.,7.0599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_607/audio_4.wav
it,1922,20110407-0900-PLENARY-10-de_20110407-15:37:48_8,"Zu den Grundrechten gehören Redefreiheit, Versammlungsfreiheit und nicht zuletzt Wahlfreiheit.",zu den grundrechten gehören redefreiheit versammlungsfreiheit und nicht zuletzt wahlfreiheit.,6.12,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_250/audio_1.wav
fr,124836,20180418-0900-PLENARY-19-de_20180418-20:04:57_5,Es geht um die Aufkündigung des Verursacherprinzips.,es geht um die aufkündigung des verursacherprinzips.,2.959875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_110/audio_1.wav
fr,39769,20100519-0900-PLENARY-11-de_20100519-19:53:35_13,"Er ist eine Aneinanderkettung von plumpen Phrasen auf vielen Seiten, damit nicht auffällt, dass es an Substanz fehlt.",er ist eine aneinanderkettung von plumpen phrasen auf vielen seiten damit nicht auffällt dass es an substanz fehlt.,7.26,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_562/audio_7.wav
de,124818,20180612-0900-PLENARY-de_20180612-15:25:19_2,"Denn wenn der Iran über Atomwaffen verfügt, dann lässt sich sein Erzfeind Saudi Arabien sicher nicht davon abhalten, ebenfalls welche zu beschaffen.",denn wenn der iran über atomwaffen verfügt dann lässt sich sein erzfeind saudi arabien sicher nicht davon abhalten ebenfalls welche zu beschaffen.,9.7199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_197/audio_3.wav
it,96981,20110215-0900-PLENARY-4-de_20110215-10:34:23_0,Frau Präsidentin! Eine Stärkung der Fahrgastrechte im Linienverkehr ist durchaus wünschenswert.,frau präsidentin! eine stärkung der fahrgastrechte im linienverkehr ist durchaus wünschenswert.,5.42,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_106/audio_11.wav
de,34728,20121120-0900-PLENARY-10-de_20121120-17:00:26_9,Wir haben Lücken in der Wasserrahmengesetzgebung.,wir haben lücken in der wasserrahmengesetzgebung.,1.99975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_109/audio_2.wav
de,38511,20190327-0900-PLENARY-de_20190327-11:50:47_2,"Und jetzt sagen Sie mir nicht, für wen ich mich halte.",und jetzt sagen sie mir nicht für wen ich mich halte.,1.6391875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_198/audio_2.wav
fr,96871,20111024-0900-PLENARY-12-de_20111024-19:39:13_9,"Wir sind dafür, dass die Umsetzung durchaus flexibel gestaltet wird, dass die Mitgliedstaaten auch Spielräume haben.",wir sind dafür dass die umsetzung durchaus flexibel gestaltet wird dass die mitgliedstaaten auch spielräume haben.,6.4,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_179/audio_3.wav
de,1929,20120420-0900-PLENARY-3-de_20120420-09:39:27_18,Ihre Erfahrungen müssen genutzt werden und zwar auch an führenden Stellen.,ihre erfahrungen müssen genutzt werden und zwar auch an führenden stellen.,4.4199375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_188/audio_8.wav
de,96730,20100706-0900-PLENARY-9-de_20100706-15:58:58_8,"Genauso haben wir als Parlament darauf bestanden, dass die neuen Behörden Rechte bekommen, gefährliche Finanzprodukte zu verbieten.",genauso haben wir als parlament darauf bestanden dass die neuen behörden rechte bekommen gefährliche finanzprodukte zu verbieten.,7.5,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_239/audio_8.wav
fr,124820,20151215-0900-PLENARY-3-de_20151215-09:49:11_7,"Die Antwort lautet Wir wissen es nicht, aber am Euro liegt es nicht.",die antwort lautet wir wissen es nicht aber am euro liegt es nicht.,4.6196875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_492/audio_0.wav
de,None,20151111-0900-PLENARY-14-de_20151111-20:35:45_60,"ist. Sie sind dort Staatsbürger, haben dort Gewicht, ich nur eingeschränkt.",ist. sie sind dort staatsbürger haben dort gewicht ich nur eingeschränkt.,1.9,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_509/audio_11.wav
it,96882,20121210-0900-PLENARY-10-de_20121210-17:40:26_2,"Sie sind begleitet von einem unermüdlichen Willen, diese vor allem zu vertiefen, weiter auszubauen und zu festigen.",sie sind begleitet von einem unermüdlichen willen diese vor allem zu vertiefen weiter auszubauen und zu festigen.,6.7795,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_267/audio_6.wav
de,124807,20171114-0900-PLENARY-20-de_20171114-22:36:53_9,"Kein Wunder, wenn ein Kormoran pro Tag im Durchschnitt bis zu einem halben Kilo Fisch frisst.",kein wunder wenn ein kormoran pro tag im durchschnitt bis zu einem halben kilo fisch frisst.,5.2800625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_234/audio_1.wav
it,28253,20130206-0900-PLENARY-15-de_20130206-21:20:39_4,Auch wenn es um die Anwendung europäischen Rechts und um die unterschiedliche Auslegung geht.,auch wenn es um die anwendung europäischen rechts und um die unterschiedliche auslegung geht.,5.1194375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_178/audio_4.wav
fr,28233,20091125-0900-PLENARY-5-de_20091125-09:43:49_28,"Es klingt wie viele der großen Programme gut, was immer wieder dazu gesagt wird, was sich in den allgemeinen Erwägungen befindet.",es klingt wie viele der großen programme gut was immer wieder dazu gesagt wird was sich in den allgemeinen erwägungen befindet.,8.98,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_592/audio_6.wav
fr,1929,20100921-0900-PLENARY-9-de_20100921-16:12:43_13,"Sie müssen wirksam sein, und damit sind sie bei falscher Anwendung auch gefährlich.",sie müssen wirksam sein und damit sind sie bei falscher anwendung auch gefährlich.,5.0398125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_533/audio_1.wav
fr,96998,20140203-0900-PLENARY-10-de_20140203-17:24:01_10,"So wird zum Beispiel eine französische Urkunde nicht ohne Beglaubigung automatisch in Belgien anerkannt, obwohl diese Urkunde auf Französisch vorliegt.",so wird zum beispiel eine französische urkunde nicht ohne beglaubigung automatisch in belgien anerkannt obwohl diese urkunde auf französisch vorliegt.,9.759375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_315/audio_6.wav
fr,96998,20120312-0900-PLENARY-13-de_20120312-21:08:12_10,Das Europäische Parlament hat sich in allen Verhandlungen für eine gemeinsame Lösung unter Beteiligung aller Mitgliedstaaten ausgesprochen.,das europäische parlament hat sich in allen verhandlungen für eine gemeinsame lösung unter beteiligung aller mitgliedstaaten ausgesprochen.,7.4395,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_24/audio_9.wav
fr,125026,20160525-0900-PLENARY-17-de_20160525-21:13:07_0,"Herr Präsident! Der europäische Energiemarkt durchlebt zurzeit einen tiefgreifenden Wandel und wir müssen sicherstellen, dass die VerbraucherInnen im Mittelpunkt dieser Veränderung stehen.",herr präsident! der europäische energiemarkt durchlebt zurzeit einen tiefgreifenden wandel und wir müssen sicherstellen dass die verbraucherinnen im mittelpunkt dieser veränderung stehen.,9.02,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_51/audio_9.wav
it,124839,20170426-0900-PLENARY-18-de_20170426-23:34:43_11,Die EU Insitutionen und Mitgliedstaaten sollten zunächst mit eigenem Beispiel vorangehen und ihre eigenen öffentlichen Beschaffungen nachhaltig und fair gestalten.,die eu insitutionen und mitgliedstaaten sollten zunächst mit eigenem beispiel vorangehen und ihre eigenen öffentlichen beschaffungen nachhaltig und fair gestalten.,8.0799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_304/audio_1.wav
it,28225,20120201-0900-PLENARY-9-de_20120201-16:16:42_1,Ich hätte mir bessere vorstellen können.,ich hätte mir bessere vorstellen können.,2.15975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_436/audio_2.wav
fr,193419,20190327-0900-PLENARY-de_20190327-20:06:24_10,An uns hat das auf jeden Fall nicht gelegen.,an uns hat das auf jeden fall nicht gelegen.,2.1798125,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_295/audio_0.wav
it,111026,20120314-0900-PLENARY-12-de_20120314-15:55:04_7,Ich war selber dort.,ich war selber dort.,0.75975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_307/audio_6.wav
fr,4262,20120420-0900-PLENARY-5-de_20120420-11:09:58_25,"7. Aktionsprogramm muss die Tür öffnen für eine grüne Wirtschaft, für eine Politik der Ressourceneffizienz.",sieben aktionsprogramm muss die tür öffnen für eine grüne wirtschaft für eine politik der ressourceneffizienz.,7.86,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_50/audio_0.wav
fr,124836,20150706-0900-PLENARY-12-de_20150706-21:33:06_0,"Sehr geehrter Herr Kommissar, sehr geehrter Herr Präsident!",sehr geehrter herr kommissar sehr geehrter herr präsident!,2.48,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_409/audio_4.wav
de,28240,20091215-0900-PLENARY-3-de_20091215-09:47:02_20,"Der Haushalt 2010 ist ein gewisser Schritt in die richtige Richtung, aber das ist überhaupt nicht ausreichend!",der haushalt zweitausendzehn ist ein gewisser schritt in die richtige richtung aber das ist überhaupt nicht ausreichend!,7.2789375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_449/audio_1.wav
de,124830,20150706-0900-PLENARY-11-de_20150706-19:58:33_6,"Die Industrie hat erkannt, dass die Kunden von heute nach nachhaltigen Produkten fragen und sie bevorzugen.",die industrie hat erkannt dass die kunden von heute nach nachhaltigen produkten fragen und sie bevorzugen.,4.0595,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_265/audio_1.wav
it,1909,20200619-0900-PLENARY-de_20200619-10:15:54_14,"Und da erwarte ich, dass die Kommission einen entsprechenden Vorschlag macht, damit wir im nächsten Jahr eine Gesetzgebung in Europa verwirklicht haben werden.",und da erwarte ich dass die kommission einen entsprechenden vorschlag macht damit wir im nächsten jahr eine gesetzgebung in europa verwirklicht haben werden.,7.7991875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_551/audio_10.wav
fr,28220,20110217-0900-PLENARY-3-de_20110217-11:01:27_2,"Deswegen melde ich mich hier zu Wort, auch weil ich uns ein bisschen warnen möchte.",deswegen melde ich mich hier zu wort auch weil ich uns ein bisschen warnen möchte.,4.1599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_402/audio_9.wav
it,28242,20090505-0900-PLENARY-16-de_20090505-22:21:49_3,Ich habe eben schon den Fortschrittsbericht der Kommission erwähnt.,ich habe eben schon den fortschrittsbericht der kommission erwähnt.,2.7794375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_236/audio_1.wav
it,28242,20140311-0900-PLENARY-16-de_20140311-19:30:06_7,Die Pressefreiheit es sitzen mehr Journalisten in der Türkei im Gefängnis als in China oder im Iran.,die pressefreiheit es sitzen mehr journalisten in der türkei im gefängnis als in china oder im iran.,5.4395625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_243/audio_2.wav
it,4271,20140416-0900-PLENARY-4-de_20140416-11:58:06_2,"Internationale Prinzipien sind absolut zu respektieren, auch von Russland.",internationale prinzipien sind absolut zu respektieren auch von russland.,5.6400625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_500/audio_11.wav
fr,124807,20170913-0900-PLENARY-19-de_20170913-20:37:15_17,Hier brauchen wir ein richtiges Gleichgewicht zwischen dem Schutz der Meeresressourcen auf der einen und dem Schutz eines ganzen Berufsstandes auf der anderen Seite.,hier brauchen wir ein richtiges gleichgewicht zwischen dem schutz der meeresressourcen auf der einen und dem schutz eines ganzen berufsstandes auf der anderen seite.,8.8589375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_341/audio_4.wav
it,124807,20181002-0900-PLENARY-de_20181002-18:30:43_12,Das müssen wir verhindern.,das müssen wir verhindern.,1.1599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_436/audio_1.wav
fr,28224,20181114-0900-PLENARY-de_20181114-16:47:32_11,"Lasst uns das als Weckruf nehmen, damit wir das ganze Thema viel ernster nehmen.",lasst uns das als weckruf nehmen damit wir das ganze thema viel ernster nehmen.,4.3799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_81/audio_10.wav
it,1922,20160704-0900-PLENARY-12-de_20160704-18:22:08_16,"In einigen Mitgliedstaaten ist die Wartezeit drei Monate, in anderen sechs, in anderen neun.",in einigen mitgliedstaaten ist die wartezeit drei monate in anderen sechs in anderen neun.,5.6599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_411/audio_9.wav
fr,124863,20171113-0900-PLENARY-16-de_20171113-21:48:15_2,Aber natürlich ist auch der Anstieg der Meerestemperatur mitverantwortlich.,aber natürlich ist auch der anstieg der meerestemperatur mitverantwortlich.,5.3390625,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_425/audio_10.wav
fr,96827,20110120-0900-PLENARY-4-de_20110120-10:56:50_6,"Denn niemand kann den Auswirkungen des Klimawandels alleine begegnen, und niemand kann das Potenzial der Arktisregion alleine entwickeln.",denn niemand kann den auswirkungen des klimawandels alleine begegnen und niemand kann das potenzial der arktisregion alleine entwickeln.,9.158375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_222/audio_11.wav
it,96646,20180207-0900-PLENARY-4-de_20180207-09:22:52_9,Der erzielte Kompromiss ist pragmatisch und politisch sinnvoll.,der erzielte kompromiss ist pragmatisch und politisch sinnvoll.,3.6799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_525/audio_10.wav
de,28240,20121023-0900-PLENARY-3-de_20121023-09:42:06_16,Aber es geht um die Unteilbarkeit des Europäischen Haushalts.,aber es geht um die unteilbarkeit des europäischen haushalts.,3.4599375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_537/audio_7.wav
de,28223,20170314-0900-PLENARY-2-de_20170314-09:38:23_4,Deswegen sind es zwei Seiten einer Medaille.,deswegen sind es zwei seiten einer medaille.,2.35975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_401/audio_10.wav
fr,96997,20180205-0900-PLENARY-14-de_20180205-18:15:20_4,Und dennoch lassen die Herausforderungen nicht nach.,und dennoch lassen die herausforderungen nicht nach.,2.97975,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_577/audio_10.wav
fr,96646,20140402-0900-PLENARY-15-de_20140402-19:25:35_5,"Das gehört mit zu dem Paket, das wir heute hier besprechen müssen.",das gehört mit zu dem paket das wir heute hier besprechen müssen.,2.7799375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_164/audio_8.wav
fr,28233,20110607-0900-PLENARY-3-de_20110607-09:22:21_7,"Wir haben zusätzlich Länderministerien, die Verantwortung übernehmen wollen und müssen und offensichtlich überfordert sind.",wir haben zusätzlich länderministerien die verantwortung übernehmen wollen und müssen und offensichtlich überfordert sind.,8.4394375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_229/audio_7.wav
de,96851,20140225-0900-PLENARY-14-de_20140225-18:45:28_12,Eine generelle Verpflichtung der Verbraucher in Europa lehnen wir in dieser Hinsicht ab.,eine generelle verpflichtung der verbraucher in europa lehnen wir in dieser hinsicht ab.,4.4999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_148/audio_9.wav
de,96842,20151125-0900-PLENARY-16-de_20151125-18:53:27_2,"In den Schlussfolgerungen ist viel davon zu lesen, wie man die Fluchtursachen bekämpfen kann.",in den schlussfolgerungen ist viel davon zu lesen wie man die fluchtursachen bekämpfen kann.,5.5791875,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_6/audio_7.wav
it,28253,20140203-0900-PLENARY-10-de_20140203-17:29:37_24,"die Ehe zwischen gleichgeschlechtlichen Paaren dann von einem Land, wo sie anerkannt ist, überschwappen würde auf ganz Europa.",die ehe zwischen gleichgeschlechtlichen paaren dann von einem land wo sie anerkannt ist überschwappen würde auf ganz europa.,9.6399375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_503/audio_0.wav
de,96730,20121025-0900-PLENARY-11-de_20121025-15:26:46_8,"Es ist erfreulich, dass Herr Barnier dem weitergehenden Vorschlag des Parlaments jetzt schon seine Unterstützung signalisiert hat.",es ist erfreulich dass herr barnier dem weitergehenden vorschlag des parlaments jetzt schon seine unterstützung signalisiert hat.,7.0994375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_122/audio_0.wav
it,96780,20170406-0900-PLENARY-4-de_20170406-09:25:44_9,"Und Herr Kommissar, ich hätte eine Bitte Ich finde Statistiken wunderbar, aber die reale Hilfe ist eigentlich das Wesentliche, was wir voranbringen müssen.",und herr kommissar ich hätte eine bitte ich finde statistiken wunderbar aber die reale hilfe ist eigentlich das wesentliche was wir voranbringen müssen.,8.15925,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/it/batch_9/audio_5.wav
de,4271,20090917-0900-PLENARY-10-de_20090917-16:12:59_11,Revisionsverfahren zu ermöglichen.,revisionsverfahren zu ermöglichen.,2.1999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_369/audio_9.wav
de,28253,20130114-0900-PLENARY-16-de_20130114-21:42:35_3,"Diese Forderungen werden zum Teil in bestimmten Normen erfüllt, aber eben nur zum Teil.",diese forderungen werden zum teil in bestimmten normen erfüllt aber eben nur zum teil.,7.9999375,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/de/batch_198/audio_9.wav
fr,None,20191023-0900-PLENARY-de_20191023-17:16:22_13,Mit anderen Worten Rund 50 der von uns geprüften Population des Hofes weisen keine wesentliche Fehlerquote auf.,mit anderen worten rund fünfzig der von uns geprüften population des hofes weisen keine wesentliche fehlerquote auf.,9.96,16000,G:/.shortcut-targets-by-id/1I_1rgpq7N-oeJEqICjkPjQKmVMhQk48O/voxpopuli_data/fr/batch_555/audio_7.wav
